,Nome,Sobrenome,Nacionalidade,Posição,Clube,Liga,Idade,Ano em que nasceu,Jogos em que entrou,Jogos Iniciados,Minutos jogados,90 min jogados,Gols,Assistências,G+A,Gols Normais,Penâltis Batidos,Penâltis Tentados,Cartões Amarelos,Cartões Vermelhos,Gols esperados,Gols normais previstos,Gols Assistidos Esperados,"Gols esperados,exceto pênaltis,+gols assistidos",Carregada Progressiva,Passes Progressivos,Passes Progressivos Recebidos,Gols/90min,Assis/90min,(Gols+Assis)/90min,Gols Normais/90min,(Gols normais+Assis)/90min,Gols previstos por 90min,Gols Assistidos esperados em 90min, Gols esperados+gols previstos em 90min,Gols normais previstos em 90min,"Gols esperados,exceto pênaltis,+gols assistidos em 90min"
186,Elias,Baum, GER,"LT,ZG",Eint Frankfurt, Bundesliga,18,2005,2,0,20.0,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0.0,0.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
187,Oliver,Baumann, GER,G,Hoffenheim, Bundesliga,33,1990,16,16,144.0,16.0,0,1,1,0,0,0,1,1,0.0,0.0,0.1,"0,1",0.0,0.0,0.0,"0,00","0,06","0,06","0,00","0,06","0,00","0,01","0,01","0,00","0,01"
188,Christoph,Baumgartner, AUT,LT,RB Leipzig, Bundesliga,24,1999,15,6,621.0,6.9,3,1,4,3,0,0,2,2,2.2,2.2,1.0,"3,2",15.0,33.0,52.0,"0,43","0,14","0,58","0,43","0,58","0,32","0,14","0,46","0,32","0,46"
189,Ihlas,Bebou, TOG,"AT,ZG",Hoffenheim, Bundesliga,29,1994,14,7,721.0,8.0,3,0,3,3,0,0,2,2,1.8,1.8,0.2,"2,0",15.0,17.0,58.0,"0,37","0,00","0,37","0,37","0,37","0,22","0,03","0,24","0,22","0,24"
190,Adrian,Beck, GER,LT,Heidenheim, Bundesliga,26,1997,13,7,566.0,6.3,0,1,1,0,0,0,1,1,1.6,1.6,0.7,"2,3",6.0,10.0,20.0,"0,00","0,16","0,16","0,00","0,16","0,26","0,11","0,37","0,26","0,37"
191,Sheraldo,Becker, SUR,"AT,LT",Union Berlin, Bundesliga,28,1995,11,7,645.0,7.2,0,1,1,0,0,0,0,0,0.8,0.8,1.8,"2,6",32.0,20.0,73.0,"0,00","0,14","0,14","0,00","0,14","0,12","0,25","0,37","0,12","0,37"
192,Donny,van de Beek, NED,ZG,Manchester Utd,Premier League,26,1997,1,0,3.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,"0,2",0.0,0.0,1.0,"0,00","0,00","0,00","0,00","0,00","1,09","4,44","5,54","1,09","5,54"
193,Yanis,Begraoui, MAR,"AT,LT",Toulouse, Ligue 1,22,2001,14,3,300.0,3.3,0,0,0,0,0,0,0,0,0.4,0.4,0.1,"0,5",9.0,8.0,30.0,"0,00","0,00","0,00","0,00","0,00","0,12","0,03","0,15","0,12","0,15"
194,Kevin,Behrens, GER,AT,Union Berlin, Bundesliga,32,1991,15,13,1086.0,12.1,4,0,4,4,0,0,2,2,5.0,5.0,0.8,"5,8",9.0,40.0,79.0,"0,33","0,00","0,33","0,33","0,33","0,41","0,07","0,48","0,41","0,48"
195,Maximilian,Beier, GER,AT,Hoffenheim, Bundesliga,21,2002,15,11,945.0,10.5,6,0,6,6,0,0,0,0,4.5,4.5,0.2,"4,7",21.0,14.0,76.0,"0,57","0,00","0,57","0,57","0,57","0,43","0,02","0,45","0,43","0,45"
196,Jérémie,Bela, ANG,LT,Clermont Foot, Ligue 1,30,1993,4,0,48.0,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,"0,1",5.0,5.0,7.0,"0,00","0,00","0,00","0,00","0,00","0,03","0,15","0,18","0,03","0,18"
197,Amari'i,Bell, JAM,ZG,Luton Town,Premier League,29,1994,12,12,995.0,11.1,0,0,0,0,0,0,0,0,0.3,0.3,0.4,"0,6",12.0,32.0,5.0,"0,00","0,00","0,00","0,00","0,00","0,02","0,03","0,06","0,02","0,06"
198,Stefan,Bell, GER,ZG,Mainz 05, Bundesliga,32,1991,10,8,666.0,7.4,0,0,0,0,0,0,3,3,0.2,0.2,0.1,"0,3",0.0,23.0,2.0,"0,00","0,00","0,00","0,00","0,00","0,03","0,01","0,04","0,03","0,04"
199,Raoul,Bellanova, ITA,ZG,Torino, Serie A,23,2000,16,15,1262.9999999999998,14.0,0,2,2,0,0,0,5,5,1.1,1.1,1.1,"2,1",64.0,40.0,84.0,"0,00","0,14","0,14","0,00","0,14","0,07","0,08","0,15","0,07","0,15"
200,Jean-Ricner,Bellegarde, FRA,LT,Wolves,Premier League,25,1998,9,6,463.0,5.1,1,1,2,1,0,0,0,0,0.3,0.3,0.4,"0,7",20.0,21.0,18.0,"0,19","0,19","0,39","0,19","0,39","0,06","0,08","0,14","0,06","0,14"
201,Jean-Ricner,Bellegarde, FRA,"LT,AT",Strasbourg, Ligue 1,25,1998,3,3,269.0,3.0,2,2,4,2,0,0,2,2,0.6,0.6,1.5,"2,1",9.0,11.0,10.0,"0,67","0,67","1,34","0,67","1,34","0,19","0,51","0,69","0,19","0,69"
202,Héctor,Bellerín, ESP,ZG,Betis, La Liga,28,1995,12,12,936.0,10.4,0,0,0,0,0,0,0,0,0.0,0.0,0.8,"0,8",19.0,48.0,44.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,07","0,07","0,00","0,07"
203,Jude,Bellingham,ENG,"LT,AT",Real Madrid, La Liga,20,2003,16,16,1368.0,15.2,13,2,15,13,0,0,4,4,7.2,7.2,2.3,"9,4",50.0,120.0,99.0,"0,86","0,13","0,99","0,86","0,99","0,47","0,15","0,62","0,47","0,62"
204,Jeanöel,Belocian, FRA,ZG,Rennes, Ligue 1,18,2005,13,10,881.0,9.8,0,0,0,0,0,0,0,0,0.5,0.5,0.1,"0,6",11.0,36.0,27.0,"0,00","0,00","0,00","0,00","0,00","0,05","0,01","0,06","0,05","0,06"
205,Andrea,Belotti, ITA,AT,Roma, Serie A,30,1993,12,6,639.0,7.1,3,2,5,3,0,0,1,1,2.4,2.4,1.2,"3,6",14.0,8.0,43.0,"0,42","0,28","0,70","0,42","0,70","0,34","0,17","0,51","0,34","0,51"
206,Fran,Beltrán, ESP,LT,Celta Vigo, La Liga,24,1999,16,12,1016.0,11.3,0,0,0,0,0,0,2,2,0.3,0.3,0.1,"0,3",10.0,46.0,7.0,"0,00","0,00","0,00","0,00","0,00","0,02","0,01","0,03","0,02","0,03"
207,Lucas,Beltrán, ARG,AT,Fiorentina, Serie A,22,2001,14,9,636.0,7.1,3,1,4,2,1,1,2,2,2.1,1.3,0.6,"1,9",3.0,13.0,50.0,"0,42","0,14","0,57","0,28","0,42","0,30","0,09","0,39","0,18","0,27"
208,Eliesse,Ben Seghir, FRA,"LT,ZG",Monaco, Ligue 1,18,2005,2,0,34.0,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",3.0,1.0,3.0,"0,00","0,00","0,00","0,00","0,00","0,08","0,00","0,08","0,08","0,08"
209,Anis,Ben Slimane, TUN,LT,Sheffield Utd,Premier League,22,2001,8,2,236.0,2.6,0,0,0,0,0,0,2,2,0.6,0.6,0.3,"0,9",2.0,7.0,14.0,"0,00","0,00","0,00","0,00","0,00","0,24","0,10","0,34","0,24","0,34"
210,Wissam,Ben Yedder, FRA,AT,Monaco, Ligue 1,33,1990,16,11,1018.0,11.3,8,0,8,7,1,1,0,0,4.4,3.6,1.2,"4,7",19.0,43.0,98.0,"0,71","0,00","0,71","0,62","0,62","0,39","0,10","0,49","0,32","0,42"
211,Carlos,Benavídez, URU,LT,Alavés, La Liga,25,1998,12,3,377.0,4.2,0,0,0,0,0,0,1,1,0.1,0.1,0.0,"0,1",6.0,18.0,2.0,"0,00","0,00","0,00","0,00","0,00","0,01","0,01","0,02","0,01","0,02"
212,Ismaël,Bennacer, ALG,LT,Milan, Serie A,26,1997,4,1,137.0,1.5,0,0,0,0,0,0,1,1,0.0,0.0,0.0,"0,1",3.0,7.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,03","0,01","0,03","0,03","0,03"
213,Saïd,Benrahma, ALG,"AT,LT",West Ham,Premier League,28,1995,11,4,490.0,5.4,0,1,1,0,0,0,1,1,0.9,0.9,1.4,"2,3",25.0,21.0,65.0,"0,00","0,18","0,18","0,00","0,18","0,17","0,25","0,42","0,17","0,42"
214,Ramy,Bensebaini, ALG,ZG,Dortmund, Bundesliga,28,1995,13,11,1000.9999999999998,11.1,0,0,0,0,0,0,4,4,1.6,1.6,0.4,"2,0",16.0,74.0,59.0,"0,00","0,00","0,00","0,00","0,00","0,14","0,03","0,18","0,14","0,18"
215,Nabil,Bentaleb, ALG,LT,Lille, Ligue 1,29,1994,11,9,759.0,8.4,0,0,0,0,0,0,2,2,0.1,0.1,0.2,"0,3",2.0,51.0,6.0,"0,00","0,00","0,00","0,00","0,00","0,01","0,02","0,03","0,01","0,03"
216,Rodrigo,Bentancur, URU,"LT,AT",Tottenham,Premier League,26,1997,4,1,90.0,1.0,0,0,0,0,0,0,1,1,0.6,0.6,0.1,"0,7",0.0,7.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,56","0,12","0,67","0,56","0,67"
217,Daniel,Bentley,ENG,G,Wolves,Premier League,30,1993,3,2,248.0,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0.0,0.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
218,Domenico,Berardi, ITA,"AT,LT",Sassuolo, Serie A,29,1994,13,13,1154.0,12.8,9,3,12,4,5,5,5,5,6.2,2.3,2.8,"5,1",28.0,60.0,105.0,"0,70","0,23","0,94","0,31","0,55","0,49","0,22","0,70","0,18","0,40"
219,Yuri,Berchiche, ESP,ZG,Athletic Club, La Liga,33,1990,12,9,802.0,8.9,1,1,2,1,0,0,2,2,0.4,0.2,0.8,"1,1",11.0,61.0,34.0,"0,11","0,11","0,22","0,11","0,22","0,05","0,10","0,14","0,03","0,12"
220,Álex,Berenguer, ESP,AT,Athletic Club, La Liga,28,1995,17,3,483.0,5.4,2,1,3,1,1,1,2,2,2.7,1.9,1.9,"3,8",19.0,10.0,62.0,"0,37","0,19","0,56","0,19","0,37","0,50","0,35","0,86","0,36","0,71"
221,Bartosz,Bereszyński, POL,ZG,Empoli, Serie A,31,1992,8,8,573.0,6.4,0,0,0,0,0,0,1,1,0.0,0.0,0.1,"0,2",9.0,30.0,10.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,02","0,03","0,00","0,03"
222,Jóhann,Berg Guðmundsson, ISL,"LT,AT",Burnley,Premier League,33,1990,11,8,652.0,7.2,0,1,1,0,0,0,2,2,0.4,0.4,1.8,"2,2",8.0,37.0,39.0,"0,00","0,14","0,14","0,00","0,14","0,05","0,25","0,31","0,05","0,31"
223,Sander,Berge, NOR,LT,Burnley,Premier League,25,1998,18,15,133.0,14.8,1,1,2,1,0,0,3,3,1.1,1.1,0.8,"1,9",22.0,62.0,20.0,"0,07","0,07","0,14","0,07","0,14","0,08","0,06","0,13","0,08","0,13"
224,Etrit,Berisha, ALB,G,Empoli, Serie A,34,1989,14,14,126.0,14.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0.0,0.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
225,Mergim,Berisha, GER,AT,Hoffenheim, Bundesliga,25,1998,6,0,144.0,1.6,0,0,0,0,0,0,0,0,0.5,0.5,0.3,"0,8",2.0,3.0,13.0,"0,00","0,00","0,00","0,00","0,00","0,32","0,19","0,51","0,32","0,51"
226,Mergim,Berisha, GER,AT,Augsburg, Bundesliga,25,1998,2,2,122.0,1.4,0,0,0,0,0,0,0,0,0.2,0.2,0.1,"0,3",3.0,1.0,5.0,"0,00","0,00","0,00","0,00","0,00","0,13","0,07","0,20","0,13","0,20"
227,Victor,Bernth Kristiansen, DEN,ZG,Bologna, Serie A,21,2002,13,9,821.0,9.1,0,1,1,0,0,0,2,2,0.1,0.1,1.2,"1,3",8.0,32.0,24.0,"0,00","0,11","0,11","0,00","0,11","0,02","0,13","0,15","0,02","0,15"
228,Matúš,Bero, SVK,"LT,AT",Bochum, Bundesliga,28,1995,9,8,580.0,6.4,0,0,0,0,0,0,3,3,0.7,0.7,0.5,"1,2",3.0,10.0,29.0,"0,00","0,00","0,00","0,00","0,00","0,10","0,08","0,18","0,10","0,18"
229,Luke,Berry,ENG,LT,Luton Town,Premier League,31,1992,2,0,28.0,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0.0,0.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
230,Jan-Niklas,Beste, GER,"AT,LT",Heidenheim, Bundesliga,24,1999,14,14,1173.0,13.0,5,7,12,5,0,1,4,4,2.2,1.4,3.0,"4,4",29.0,23.0,54.0,"0,38","0,54","0,92","0,38","0,92","0,17","0,23","0,40","0,11","0,34"
231,Sam,Beukema, NED,ZG,Bologna, Serie A,25,1998,15,15,1317.0,14.6,0,1,1,0,0,0,3,3,0.4,0.4,0.7,"1,1",4.0,32.0,1.0,"0,00","0,07","0,07","0,00","0,07","0,03","0,05","0,08","0,03","0,08"
